Knot,Grid ID,tb,r,Parents
13n2428,S832,-16,1,"G2470, G2469, G2471"
13n2428,S833,-16,3,G2065
13n2428,S834,-16,3,G2471
m13n2428,S2021,4,-1,"G2650, G2649"
m13n2428,S2022,4,-1,"G2243, G2244"
m13n2428,S2023,4,1,"G2650, G2649"
m13n2428,S2024,4,1,"G2243, G2244"
13n2436,S835,-3,-2,G745
13n2436,S836,-3,-2,G744
13n2436,S837,-3,0,"G745, G747"
13n2436,S838,-3,0,"G744, G746"
13n2436,S839,-3,2,G746
13n2436,S840,-3,2,G747
m13n2436,S2025,-9,-2,G1671
m13n2436,S2026,-9,-2,G1672
m13n2436,S2027,-9,0,"G1674, G1672"
m13n2436,S2028,-9,0,"G1671, G1673"
m13n2436,S2029,-9,2,G1673
m13n2436,S2030,-9,2,G1674
13n2491,S841,-13,-2,G2472
13n2491,S842,-13,-2,G2066
13n2491,S843,-13,0,"G2473, G2472"
13n2491,S844,-13,0,"G2067, G2066"
13n2491,S845,-13,2,G2473
13n2491,S846,-13,2,G2067
m13n2491,S2031,1,-2,"G2651, G2652"
m13n2491,S2032,1,-2,"G2245, G2246"
m13n2491,S2033,1,0,"G2247, G2248, G2245, G2246"
m13n2491,S2034,1,0,"G2651, G2654, G2653, G2652"
m13n2491,S2035,1,2,"G2654, G2653"
m13n2491,S2036,1,2,"G2247, G2248"
13n2492,S849,-16,-3,G2068
13n2492,S850,-16,-3,G2474
13n2492,S847,-16,-1,"G2069, G2068, G2070"
13n2492,S848,-16,-1,"G2474, G2475, G2476"
13n2492,S851,-16,1,"G2069, G2071, G2070"
13n2492,S852,-16,1,"G2477, G2475, G2476"
13n2492,S853,-16,3,G2477
13n2492,S854,-16,3,G2071
m13n2492,S2037,4,-1,"G2655, G2656"
m13n2492,S2038,4,-1,"G2249, G2250"
m13n2492,S2039,4,1,"G2249, G2250"
m13n2492,S2040,4,1,"G2655, G2656"
13n2527,S855,-6,-1,"G2479, G2478"
13n2527,S856,-6,-1,"G2073, G2072"
13n2527,S857,-6,1,"G2479, G2478"
13n2527,S858,-6,1,"G2073, G2072"
m13n2527,S2041,-6,-1,"G2251, G2252"
m13n2527,S2042,-6,-1,"G2658, G2657"
m13n2527,S2043,-6,1,"G2251, G2252"
m13n2527,S2044,-6,1,"G2658, G2657"
13n2533,S861,-8,-3,G2074
13n2533,S862,-8,-3,G2480
13n2533,S859,-8,-1,"G2074, G2077, G2076, G2078, G2075"
13n2533,S860,-8,-1,"G2481, G2484, G2480, G2483, G2482"
13n2533,S863,-8,1,"G2078, G2076, G2077, G2079, G2075"
13n2533,S864,-8,1,"G2481, G2484, G2483, G2482, G2485"
13n2533,S865,-8,3,G2485
13n2533,S866,-8,3,G2079
m13n2533,S2045,-4,-1,"G2253, G2254"
m13n2533,S2046,-4,-1,"G2659, G2660"
m13n2533,S2047,-4,1,"G2253, G2254"
m13n2533,S2048,-4,1,"G2659, G2660"
13n2769,S867,-10,-1,"G2487, G2486"
13n2769,S868,-10,-1,"G2081, G2080"
13n2769,S869,-10,1,"G2487, G2486"
13n2769,S870,-10,1,"G2081, G2080"
m13n2769,S2049,-2,-1,"G2255, G2256"
m13n2769,S2050,-2,-1,"G2661, G2662"
m13n2769,S2051,-2,1,"G2661, G2662"
m13n2769,S2052,-2,1,"G2255, G2256"
13n2787,S871,-5,-2,G749
13n2787,S872,-5,-2,G748
13n2787,S873,-5,0,"G750, G749"
13n2787,S874,-5,0,"G751, G748"
13n2787,S875,-5,2,G751
13n2787,S876,-5,2,G750
m13n2787,S2053,-7,-2,"G2259, G2257"
m13n2787,S2054,-7,-2,G2664
m13n2787,S2055,-7,-2,G2258
m13n2787,S2056,-7,-2,"G2665, G2663"
m13n2787,S2057,-7,0,"G2261, G2259, G2257, G2262, G2260, G2258"
m13n2787,S2058,-7,0,"G2665, G2667, G2663, G2664, G2666, G2668"
m13n2787,S2059,-7,2,"G2260, G2262"
m13n2787,S2060,-7,2,G2666
m13n2787,S2061,-7,2,G2261
m13n2787,S2062,-7,2,"G2667, G2668"
13n2872,S877,-10,-1,"G752, G753"
13n2872,S878,-10,1,"G752, G753"
m13n2872,S2063,-2,-1,"G1676, G1675"
m13n2872,S2064,-2,1,"G1676, G1675"
13n3158,S879,-2,-1,"G2083, G2082"
13n3158,S880,-2,-1,"G2489, G2488"
13n3158,S881,-2,1,"G2083, G2082"
13n3158,S882,-2,1,"G2489, G2488"
m13n3158,S2065,-10,-1,"G2669, G2670"
m13n3158,S2066,-10,-1,"G2264, G2263"
m13n3158,S2067,-10,1,"G2264, G2263"
m13n3158,S2068,-10,1,"G2669, G2670"
13n3414,S883,-4,-1,"G2490, G2491"
13n3414,S884,-4,-1,"G2084, G2085"
13n3414,S885,-4,1,"G2490, G2491"
13n3414,S886,-4,1,"G2084, G2085"
m13n3414,S2069,-8,-1,"G2265, G2266"
m13n3414,S2070,-8,-1,"G2672, G2671"
m13n3414,S2071,-8,1,"G2265, G2266"
m13n3414,S2072,-8,1,"G2672, G2671"
13n3582,S887,-9,-2,"G757, G756"
13n3582,S888,-9,-2,"G754, G755"
13n3582,S889,-9,0,"G760, G758, G756, G759, G761, G754, G755, G757"
13n3582,S890,-9,2,"G761, G758"
13n3582,S891,-9,2,"G760, G759"
m13n3582,S2073,-3,-2,G1677
m13n3582,S2074,-3,0,"G1677, G1678"
m13n3582,S2075,-3,2,G1678
13n3589,S892,-14,-1,"G762, G763"
13n3589,S893,-14,1,"G762, G763"
m13n3589,S2076,2,-1,"G1679, G1680"
m13n3589,S2077,2,1,"G1679, G1680"
13n3596,S894,-12,-1,G764
13n3596,S895,-12,1,G764
m13n3596,S2078,0,-1,G1681
m13n3596,S2079,0,1,G1681
13n3602,S896,-12,-1,"G766, G765"
13n3602,S897,-12,1,"G766, G765"
m13n3602,S2080,0,-1,"G1682, G1683"
m13n3602,S2081,0,1,"G1682, G1683"
13n3956,S898,-9,-2,G767
13n3956,S899,-9,-2,G768
13n3956,S900,-9,0,"G767, G769"
13n3956,S901,-9,0,"G768, G770"
13n3956,S902,-9,2,G770
13n3956,S903,-9,2,G769
m13n3956,S2082,-3,-2,"G2673, G2674"
m13n3956,S2083,-3,-2,"G2267, G2268"
m13n3956,S2084,-3,0,"G2675, G2673, G2674, G2676"
m13n3956,S2085,-3,0,"G2267, G2270, G2268, G2269"
m13n3956,S2086,-3,2,"G2270, G2269"
m13n3956,S2087,-3,2,"G2675, G2676"
13n3960,S904,4,-1,"G771, G772"
13n3960,S905,4,1,"G771, G772"
m13n3960,S2089,-16,-3,"G1685, G1684"
m13n3960,S2088,-16,-1,"G1685, G1684, G1686, G1687"
m13n3960,S2090,-16,1,"G1689, G1688, G1686, G1687"
m13n3960,S2091,-16,3,"G1689, G1688"
13n3979,S906,-7,-2,G773
13n3979,S907,-7,0,"G773, G774"
13n3979,S908,-7,2,G774
m13n3979,S2092,-5,-2,G1690
m13n3979,S2093,-5,0,"G1691, G1690"
m13n3979,S2094,-5,2,G1691
13n4024,S910,-12,-3,G775
13n4024,S909,-12,-1,"G778, G779, G777, G775, G776"
13n4024,S911,-12,1,"G780, G778, G779, G777, G776"
13n4024,S912,-12,3,G780
m13n4024,S2095,0,-1,"G1692, G1693"
m13n4024,S2096,0,1,"G1692, G1693"
13n4084,S913,-14,-1,"G781, G782"
13n4084,S914,-14,1,"G781, G782"
m13n4084,S2097,2,-1,"G1694, G1695"
m13n4084,S2098,2,1,"G1694, G1695"
13n4104,S915,-4,-1,G783
13n4104,S916,-4,-1,G784
13n4104,S917,-4,1,G783
13n4104,S918,-4,1,G784
m13n4104,S2099,-8,-1,G1697
m13n4104,S2100,-8,-1,G1696
m13n4104,S2101,-8,1,G1697
m13n4104,S2102,-8,1,G1696
13n4508,S919,-12,-1,"G2086, G2087"
13n4508,S920,-12,-1,"G2493, G2492"
13n4508,S921,-12,1,"G2086, G2087"
13n4508,S922,-12,1,"G2493, G2492"
m13n4508,S2103,0,-1,"G2677, G2678"
m13n4508,S2104,0,-1,"G2271, G2272"
m13n4508,S2105,0,1,"G2271, G2272"
m13n4508,S2106,0,1,"G2677, G2678"
13n4587,S924,-20,-3,G785
13n4587,S923,-20,-1,G785
13n4587,S925,-20,1,G786
13n4587,S926,-20,3,G786
m13n4587,S2107,8,-1,G1698
m13n4587,S2108,8,1,G1698
13n4634,S927,-9,-2,G787
13n4634,S928,-9,0,"G787, G788"
13n4634,S929,-9,2,G788
m13n4634,S2109,-3,-2,G1699
m13n4634,S2110,-3,0,"G1700, G1699"
m13n4634,S2111,-3,2,G1700
13n4639,S931,-18,-3,G789
13n4639,S930,-18,-1,G789
13n4639,S932,-18,1,G790
13n4639,S933,-18,3,G790
m13n4639,S2112,6,-1,G1701
m13n4639,S2113,6,1,G1701
14n3155,S1003,-6,-1,"G2100, G2101"
14n3155,S1004,-6,-1,"G2507, G2506"
14n3155,S1005,-6,1,"G2100, G2101"
14n3155,S1006,-6,1,"G2507, G2506"
14n5294,S1007,-10,-1,"G824, G825"
14n5294,S1008,-10,1,"G824, G825"
m14n5294,S2161,-2,-1,"G1728, G1729"
m14n5294,S2162,-2,1,"G1728, G1729"
14n8212,S1009,-6,-1,"G2509, G2508"
14n8212,S1010,-6,-1,"G2103, G2102"
14n8212,S1011,-6,1,"G2509, G2508"
14n8212,S1012,-6,1,"G2103, G2102"
14n8584,S1013,-6,-1,"G2105, G2104"
14n8584,S1014,-6,-1,"G2511, G2510"
14n8584,S1015,-6,1,"G2105, G2104"
14n8584,S1016,-6,1,"G2511, G2510"
m14n8584,S2163,-6,-1,"G2683, G2684"
m14n8584,S2164,-6,-1,"G2277, G2278"
m14n8584,S2165,-6,1,"G2683, G2684"
m14n8584,S2166,-6,1,"G2277, G2278"
14n8700,S1017,-6,-1,"G2512, G2513"
14n8700,S1018,-6,-1,"G2107, G2106"
14n8700,S1019,-6,1,"G2512, G2513"
14n8700,S1020,-6,1,"G2107, G2106"
14n9408,S1021,-10,-1,"G2108, G2109"
14n9408,S1022,-10,-1,"G2514, G2515"
14n9408,S1023,-10,1,"G2108, G2109"
14n9408,S1024,-10,1,"G2514, G2515"
m14n9408,S2167,-2,-1,"G2280, G2279"
m14n9408,S2168,-2,-1,"G2686, G2685"
m14n9408,S2169,-2,1,"G2280, G2279"
m14n9408,S2170,-2,1,"G2686, G2685"
14n9994,S1025,-10,-1,"G2110, G2111"
14n9994,S1026,-10,-1,"G2516, G2517"
14n9994,S1027,-10,1,"G2516, G2517"
14n9994,S1028,-10,1,"G2110, G2111"
m14n9994,S2171,-2,-1,"G2688, G2687"
m14n9994,S2172,-2,-1,"G2282, G2281"
m14n9994,S2173,-2,1,"G2688, G2687"
m14n9994,S2174,-2,1,"G2282, G2281"
14n14356,S968,-20,-3,G807
14n14356,S967,-20,-1,G807
14n14356,S969,-20,1,G808
14n14356,S970,-20,3,G808
m14n14356,S2139,8,-1,G1715
m14n14356,S2140,8,1,G1715
14n14798,S971,-6,-1,"G2097, G2096"
14n14798,S972,-6,-1,"G2503, G2502"
14n14798,S973,-6,1,"G2503, G2502"
14n14798,S974,-6,1,"G2097, G2096"
14n16364,S976,-20,-3,G809
14n16364,S975,-20,-1,G809
14n16364,S977,-20,1,G810
14n16364,S978,-20,3,G810
m14n16364,S2141,8,-1,G1716
m14n16364,S2142,8,1,G1716
14n17954,S979,-6,-1,G811
14n17954,S980,-6,1,G811
14n21069,S981,-12,-1,"G813, G812"
14n21069,S982,-12,1,"G813, G812"
m14n21069,S2143,0,-1,"G1717, G1720, G1718, G1719"
m14n21069,S2144,0,1,"G1717, G1720, G1718, G1719"
14n21152,S983,-12,-1,G814
14n21152,S984,-12,-1,G815
14n21152,S985,-12,1,G814
14n21152,S986,-12,1,G815
m14n21152,S2145,0,-1,G1721
m14n21152,S2146,0,-1,G1722
m14n21152,S2147,0,1,G1721
m14n21152,S2148,0,1,G1722
14n21419,S987,-12,-1,"G2505, G2504"
14n21419,S988,-12,-1,"G2098, G2099"
14n21419,S989,-12,1,"G2505, G2504"
14n21419,S990,-12,1,"G2098, G2099"
m14n21419,S2149,0,-1,"G2276, G2275"
m14n21419,S2150,0,-1,"G2682, G2681"
m14n21419,S2151,0,1,"G2276, G2275"
m14n21419,S2152,0,1,"G2682, G2681"
14n21472,S991,-5,-2,G816
14n21472,S992,-5,0,"G817, G816"
14n21472,S993,-5,2,G817
m14n21472,S2153,-7,-2,G1723
m14n21472,S2154,-7,0,"G1723, G1724"
m14n21472,S2155,-7,2,G1724
14n21881,S996,-22,-5,G819
14n21881,S995,-22,-3,"G819, G818"
14n21881,S994,-22,-1,G818
14n21881,S997,-22,1,G820
14n21881,S998,-22,3,"G821, G820"
14n21881,S999,-22,5,G821
m14n21881,S2156,10,-1,G1725
m14n21881,S2157,10,1,G1725
14n22172,S1000,-9,-2,G822
14n22172,S1001,-9,0,"G822, G823"
14n22172,S1002,-9,2,G823
m14n22172,S2158,-3,-2,G1726
m14n22172,S2159,-3,0,"G1726, G1727"
m14n22172,S2160,-3,2,G1727
15n40180,S1041,-7,-2,G834
15n40180,S1042,-7,0,"G834, G835"
15n40180,S1043,-7,2,G835
m15n40180,S2185,-5,-2,G1737
m15n40180,S2186,-5,0,"G1737, G1738"
m15n40180,S2187,-5,2,G1738
15n40184,S1044,-11,-2,G836
15n40184,S1045,-11,-2,G837
15n40184,S1046,-11,0,"G836, G838"
15n40184,S1047,-11,0,"G839, G837"
15n40184,S1048,-11,2,G839
15n40184,S1049,-11,2,G838
m15n40184,S2188,-1,-2,G1739
m15n40184,S2189,-1,-2,G1740
m15n40184,S2190,-1,0,"G1740, G1742"
m15n40184,S2191,-1,0,"G1739, G1741"
m15n40184,S2192,-1,2,G1742
m15n40184,S2193,-1,2,G1741
15n40211,S1051,-22,-3,G840
15n40211,S1050,-22,-1,G840
15n40211,S1052,-22,1,G841
15n40211,S1053,-22,3,G841
m15n40211,S2194,10,-1,G1743
m15n40211,S2195,10,1,G1743
15n40214,S1055,-18,-3,G842
15n40214,S1054,-18,-1,"G844, G842, G843"
15n40214,S1056,-18,1,"G843, G844, G845"
15n40214,S1057,-18,3,G845
m15n40214,S2196,6,-1,"G1744, G1745"
m15n40214,S2197,6,1,"G1744, G1745"
15n41127,S1058,-7,-2,G846
15n41127,S1059,-7,0,"G847, G846"
15n41127,S1060,-7,2,G847
m15n41127,S2198,-5,-2,G1746
m15n41127,S2199,-5,0,"G1747, G1746"
m15n41127,S2200,-5,2,G1747
15n41131,S1062,-14,-3,G849
15n41131,S1063,-14,-3,G848
15n41131,S1061,-14,-1,"G852, G854, G848, G855, G850, G853, G851, G849"
15n41131,S1064,-14,1,"G852, G854, G856, G855, G850, G853, G851, G857"
15n41131,S1065,-14,3,G857
15n41131,S1066,-14,3,G856
m15n41131,S2201,2,-1,"G1748, G1749"
m15n41131,S2202,2,1,"G1748, G1749"
15n41189,S1067,-15,-2,G858
15n41189,S1068,-15,0,"G859, G858"
15n41189,S1069,-15,2,G859
m15n41189,S2203,3,-2,G1750
m15n41189,S2204,3,0,"G1751, G1750"
m15n41189,S2205,3,2,G1751
15n45482,S1070,-10,-1,"G860, G861"
15n45482,S1071,-10,1,"G860, G861"
m15n45482,S2206,-2,-1,"G1753, G1752"
m15n45482,S2207,-2,1,"G1753, G1752"
15n47800,S1072,-11,-2,G863
15n47800,S1073,-11,-2,G862
15n47800,S1074,-11,0,"G863, G864"
15n47800,S1075,-11,0,"G862, G865"
15n47800,S1076,-11,2,G864
15n47800,S1077,-11,2,G865
m15n47800,S2208,-1,-2,G1755
m15n47800,S2209,-1,-2,G1754
m15n47800,S2210,-1,0,"G1757, G1755"
m15n47800,S2211,-1,0,"G1754, G1756"
m15n47800,S2212,-1,2,G1757
m15n47800,S2213,-1,2,G1756
15n49058,S1078,-14,-1,"G866, G867"
15n49058,S1079,-14,1,"G866, G867"
m15n49058,S2214,2,-1,"G1758, G1759"
m15n49058,S2215,2,1,"G1758, G1759"
15n51709,S1080,-3,-2,G868
15n51709,S1081,-3,0,"G869, G868"
15n51709,S1082,-3,2,G869
m15n51709,S2216,-9,-2,G1760
m15n51709,S2217,-9,0,"G1760, G1761"
m15n51709,S2218,-9,2,G1761
15n52931,S1083,-18,-1,G870
15n52931,S1084,-18,1,G870
m15n52931,S2219,6,-1,G1762
m15n52931,S2220,6,1,G1762
15n52940,S1086,-18,-3,G871
15n52940,S1085,-18,-1,"G873, G872, G871"
15n52940,S1087,-18,1,"G873, G874, G872"
15n52940,S1088,-18,3,G874
m15n52940,S2221,6,-1,"G1763, G1764"
m15n52940,S2222,6,1,"G1763, G1764"
15n52944,S1089,-11,-2,G875
15n52944,S1090,-11,0,"G876, G875"
15n52944,S1091,-11,2,G876
m15n52944,S2223,-1,-2,G1765
m15n52944,S2224,-1,0,"G1766, G1765"
m15n52944,S2225,-1,2,G1766
15n53218,S1092,-14,-1,"G2519, G2518"
15n53218,S1093,-14,-1,"G2112, G2113"
15n53218,S1094,-14,1,"G2112, G2113"
15n53218,S1095,-14,1,"G2519, G2518"
m15n53218,S2226,2,-1,"G2690, G2689"
m15n53218,S2227,2,-1,"G2284, G2283"
m15n53218,S2228,2,1,"G2284, G2283"
m15n53218,S2229,2,1,"G2690, G2689"
15n56026,S1096,-7,-2,G877
15n56026,S1097,-7,0,G877
15n56026,S1098,-7,0,G878
15n56026,S1099,-7,2,G878
m15n56026,S2230,-5,-2,G1767
m15n56026,S2231,-5,0,"G1768, G1767"
m15n56026,S2232,-5,2,G1768
15n56079,S1101,-14,-3,G879
15n56079,S1100,-14,-1,G879
15n56079,S1102,-14,1,G880
15n56079,S1103,-14,3,G880
m15n56079,S2233,2,-1,"G1770, G1769"
m15n56079,S2234,2,1,"G1770, G1769"
15n59005,S1104,-7,-2,G881
15n59005,S1105,-7,0,"G882, G881"
15n59005,S1106,-7,2,G882
m15n59005,S2235,-5,-2,G1771
m15n59005,S2236,-5,0,"G1771, G1772"
m15n59005,S2237,-5,2,G1772
15n124802,S1030,-16,-3,G826
15n124802,S1029,-16,-1,G826
15n124802,S1031,-16,1,G827
15n124802,S1032,-16,3,G827
m15n124802,S2175,4,-1,G1730
m15n124802,S2176,4,1,G1730
15n124988,S1033,-16,-1,"G829, G828"
15n124988,S1034,-16,1,"G829, G828"
m15n124988,S2177,4,-1,"G1731, G1732"
m15n124988,S2178,4,1,"G1731, G1732"
15n127271,S1035,-12,-1,"G831, G830"
15n127271,S1036,-12,1,"G831, G830"
m15n127271,S2179,0,-1,"G1734, G1733"
m15n127271,S2180,0,1,"G1734, G1733"
15n130933,S1037,-2,-1,G832
15n130933,S1038,-2,-1,G833
15n130933,S1039,-2,1,G832
15n130933,S1040,-2,1,G833
m15n130933,S2181,-10,-1,G1736
m15n130933,S2182,-10,-1,G1735
m15n130933,S2183,-10,1,G1736
m15n130933,S2184,-10,1,G1735
16n207543,S1107,-2,-1,"G883, G884"
16n207543,S1108,-2,1,"G883, G884"
m16n207543,S2238,-10,-1,"G1773, G1774"
m16n207543,S2239,-10,1,"G1773, G1774"
16n226759,S1109,-12,-1,"G2115, G2521"
16n226759,S1110,-12,-1,"G2520, G2114"
16n226759,S1111,-12,1,"G2115, G2521"
16n226759,S1112,-12,1,"G2520, G2114"
m16n226759,S2240,0,-1,"G2285, G2286"
m16n226759,S2241,0,-1,"G2692, G2691"
m16n226759,S2242,0,1,"G2285, G2286"
m16n226759,S2243,0,1,"G2692, G2691"
16n245346,S1113,-2,-1,"G885, G886"
16n245346,S1114,-2,1,"G885, G886"
m16n245346,S2244,-10,-1,"G1776, G1775"
m16n245346,S2245,-10,1,"G1776, G1775"
16n245347,S1115,-8,-1,"G2116, G2117"
16n245347,S1116,-8,-1,"G2523, G2522"
16n245347,S1117,-8,1,"G2116, G2117"
16n245347,S1118,-8,1,"G2523, G2522"
m16n245347,S2246,-4,-1,"G2287, G2288"
m16n245347,S2247,-4,-1,"G2694, G2693"
m16n245347,S2248,-4,1,"G2694, G2693"
m16n245347,S2249,-4,1,"G2287, G2288"
16n246031,S1119,-4,-1,"G2524, G2525"
16n246031,S1120,-4,-1,"G2119, G2118"
16n246031,S1121,-4,1,"G2119, G2118"
16n246031,S1122,-4,1,"G2524, G2525"
m16n246031,S2250,-8,-1,"G2289, G2290"
m16n246031,S2251,-8,-1,"G2695, G2696"
m16n246031,S2252,-8,1,"G2289, G2290"
m16n246031,S2253,-8,1,"G2695, G2696"
16n246032,S1123,-6,-1,G887
16n246032,S1124,-6,1,G887
m16n246032,S2254,-6,-1,G1777
m16n246032,S2255,-6,1,G1777
16n765768,S1125,-14,-1,G888
16n765768,S1126,-14,1,G888
m16n765768,S2256,2,-1,G1778
m16n765768,S2257,2,1,G1778
17?,S1128,-24,-3,G889
17?,S1127,-24,-1,G889
17?,S1129,-24,1,G890
17?,S1130,-24,3,G890
m17?,S2258,12,-1,G1779
m17?,S2259,12,1,G1779
