Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,grid ID num,Grid ID,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
m13n3960,G1688,"(0, 8, 6, 4, 5, 3, 1, 2, 9, 7)","(5, 3, 1, 0, 2, 9, 7, 8, 6, 4)",-15,2,#REF!,G1688,--,--,G1688
m13n3960,G1689,"(0, 7, 9, 5, 6, 4, 2, 3, 1, 8)","(6, 2, 4, 3, 1, 0, 8, 9, 7, 5)",-15,2,#REF!,G1689,--,--,G1689
13n3979,G773,"(0, 5, 7, 9, 6, 8, 1, 4, 3, 2)","(4, 1, 2, 3, 0, 5, 7, 9, 8, 6)",-6,-1,#REF!,G773,--,--,G773
13n3979,G774,"(0, 9, 8, 1, 4, 6, 3, 5, 7, 2)","(6, 4, 3, 5, 7, 2, 9, 0, 1, 8)",-6,1,#REF!,G774,--,--,G774
m13n3979,G1690,"(0, 7, 3, 4, 5, 2, 6, 9, 1, 8)","(5, 1, 6, 9, 8, 7, 0, 3, 4, 2)",-4,-1,#REF!,G1690,--,--,G1690
m13n3979,G1691,"(0, 7, 9, 2, 6, 3, 4, 5, 1, 8)","(6, 4, 5, 8, 1, 0, 9, 2, 7, 3)",-4,1,#REF!,G1691,--,--,G1691
13n4024,G775,"(0, 7, 6, 4, 3, 2, 5, 9, 8, 1)","(2, 1, 9, 8, 7, 6, 0, 4, 3, 5)",-11,-2,#REF!,G775,--,--,G775
13n4024,G776,"(0, 9, 2, 8, 5, 4, 3, 7, 6, 1)","(5, 4, 6, 3, 1, 0, 9, 2, 8, 7)",-11,0,#REF!,G776,G778,G777,G779
13n4024,G777,"(0, 3, 9, 2, 4, 8, 7, 6, 5, 1)","(4, 7, 6, 5, 1, 3, 2, 0, 9, 8)",-11,0,#REF!,G777,G779,G776,G778
13n4024,G778,"(0, 9, 8, 7, 4, 2, 1, 5, 3, 6)","(5, 4, 3, 1, 0, 9, 6, 8, 7, 2)",-11,0,#REF!,G778,G776,G779,G777
13n4024,G779,"(0, 4, 3, 9, 7, 6, 5, 8, 2, 1)","(6, 8, 5, 4, 2, 1, 0, 3, 9, 7)",-11,0,#REF!,G779,G777,G778,G776
13n4024,G780,"(0, 3, 2, 6, 9, 8, 7, 5, 4, 1)","(6, 8, 7, 1, 5, 4, 3, 2, 0, 9)",-11,2,#REF!,G780,--,--,G780
m13n4024,G1692,"(0, 2, 3, 8, 4, 5, 1, 6, 7, 9)","(6, 7, 1, 2, 9, 0, 8, 3, 4, 5)",1,0,#REF!,G1692,G1693,G1692,G1693
m13n4024,G1693,"(0, 1, 2, 8, 5, 6, 3, 4, 7, 9)","(6, 7, 9, 4, 0, 1, 8, 2, 3, 5)",1,0,#REF!,G1693,G1692,G1693,G1692
13n4084,G781,"(0, 2, 7, 8, 6, 9, 5, 3, 1, 4)","(6, 5, 3, 4, 1, 2, 0, 8, 7, 9)",-13,0,#REF!,G781,G782,G781,G782
13n4084,G782,"(0, 8, 1, 7, 9, 6, 4, 2, 3, 5)","(6, 4, 5, 2, 3, 1, 0, 8, 7, 9)",-13,0,#REF!,G782,G781,G782,G781
m13n4084,G1694,"(0, 7, 9, 1, 4, 3, 6, 2, 5, 8)","(4, 2, 5, 6, 8, 7, 0, 9, 1, 3)",3,0,#REF!,G1694,G1695,G1695,G1694
m13n4084,G1695,"(0, 2, 4, 5, 3, 6, 7, 9, 8, 1)","(3, 7, 9, 1, 8, 2, 0, 5, 4, 6)",3,0,#REF!,G1695,G1694,G1694,G1695
13n4104,G783,"(0, 2, 3, 6, 7, 4, 9, 5, 1, 8)","(4, 5, 9, 1, 2, 8, 6, 0, 7, 3)",-3,0,#REF!,G783,G783,G784,G784
13n4104,G784,"(0, 1, 8, 9, 4, 2, 5, 3, 6, 7)","(5, 6, 2, 3, 0, 7, 1, 8, 9, 4)",-3,0,#REF!,G784,G784,G783,G783
m13n4104,G1696,"(0, 9, 3, 8, 1, 4, 2, 7, 6, 5)","(7, 4, 6, 2, 5, 0, 9, 3, 1, 8)",-7,0,#REF!,G1696,G1696,G1697,G1697
m13n4104,G1697,"(0, 7, 9, 6, 8, 3, 2, 5, 4, 1)","(3, 2, 5, 1, 4, 7, 6, 0, 9, 8)",-7,0,#REF!,G1697,G1697,G1696,G1696
13n4508,G2086,"(0, 8, 5, 7, 6, 3, 2, 4, 1, 9)","(6, 2, 9, 4, 1, 0, 5, 8, 7, 3)",-11,0,#REF!,G2086,G2087,G2492,G2493
13n4508,G2087,"(0, 8, 5, 7, 6, 3, 2, 4, 1, 9)","(6, 2, 1, 4, 9, 8, 5, 0, 7, 3)",-11,0,#REF!,G2087,G2086,G2493,G2492
13n4508,G2492,"(0, 8, 9, 7, 5, 4, 6, 1, 3, 2)","(4, 3, 6, 1, 0, 8, 2, 5, 9, 7)",-11,0,#REF!,G2492,G2493,G2086,G2087
13n4508,G2493,"(0, 8, 9, 7, 5, 4, 6, 1, 3, 2)","(6, 1, 4, 3, 0, 8, 2, 5, 9, 7)",-11,0,#REF!,G2493,G2492,G2087,G2086
m13n4508,G2271,"(0, 3, 1, 2, 5, 6, 4, 7, 9, 8)","(6, 9, 4, 7, 8, 3, 0, 1, 5, 2)",1,0,#REF!,G2271,G2272,G2678,G2677
m13n4508,G2272,"(0, 3, 1, 2, 5, 6, 4, 7, 9, 8)","(6, 7, 4, 9, 0, 3, 8, 1, 5, 2)",1,0,#REF!,G2272,G2271,G2677,G2678
m13n4508,G2677,"(0, 5, 3, 4, 6, 8, 7, 9, 1, 2)","(4, 1, 7, 9, 2, 3, 0, 5, 6, 8)",1,0,#REF!,G2677,G2678,G2272,G2271
m13n4508,G2678,"(0, 5, 3, 4, 6, 8, 7, 9, 1, 2)","(4, 1, 7, 9, 0, 5, 2, 3, 6, 8)",1,0,#REF!,G2678,G2677,G2271,G2272
13n4587,G785,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(3, 4, 1, 2, 0, 9, 7, 8, 6, 5)",-19,-2,#REF!,G785,--,--,G785
13n4587,G786,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(6, 5, 3, 4, 2, 1, 9, 0, 7, 8)",-19,2,#REF!,G786,--,--,G786
m13n4587,G1698,"(0, 9, 1, 2, 4, 3, 5, 6, 8, 7)","(4, 3, 5, 6, 8, 7, 9, 0, 1, 2)",9,0,#REF!,G1698,G1698,G1698,G1698
13n4634,G787,"(0, 9, 1, 8, 6, 2, 5, 4, 7, 3)","(5, 2, 4, 3, 0, 7, 9, 8, 1, 6)",-8,-1,#REF!,G787,--,--,G787
13n4634,G788,"(0, 6, 9, 8, 1, 7, 5, 2, 4, 3)","(7, 2, 5, 4, 6, 3, 0, 9, 1, 8)",-8,1,#REF!,G788,--,--,G788
m13n4634,G1699,"(0, 1, 8, 2, 4, 7, 5, 6, 9, 3)","(4, 5, 3, 6, 9, 0, 8, 1, 2, 7)",-2,-1,#REF!,G1699,--,--,G1699
m13n4634,G1700,"(0, 4, 7, 8, 6, 9, 1, 5, 2, 3)","(6, 1, 2, 5, 3, 4, 7, 0, 8, 9)",-2,1,#REF!,G1700,--,--,G1700
13n4639,G789,"(0, 1, 8, 9, 6, 7, 5, 4, 2, 3)","(5, 4, 2, 3, 0, 1, 9, 8, 6, 7)",-17,-2,#REF!,G789,--,--,G789
13n4639,G790,"(0, 1, 9, 8, 6, 7, 4, 5, 2, 3)","(6, 7, 5, 4, 2, 3, 0, 1, 9, 8)",-17,2,#REF!,G790,--,--,G790
m13n4639,G1701,"(0, 9, 1, 2, 4, 3, 5, 6, 8, 7)","(4, 3, 5, 6, 8, 7, 0, 9, 2, 1)",7,0,#REF!,G1701,G1701,G1701,G1701
14n3155,G2100,"(0, 1, 3, 2, 9, 7, 8, 4, 6, 5)","(4, 7, 8, 6, 5, 0, 1, 9, 3, 2)",-5,0,#REF!,G2100,G2101,G2506,G2507
14n3155,G2101,"(0, 1, 6, 4, 5, 8, 7, 9, 3, 2)","(4, 5, 3, 9, 0, 2, 1, 6, 8, 7)",-5,0,#REF!,G2101,G2100,G2507,G2506
14n3155,G2506,"(0, 3, 4, 2, 1, 6, 7, 5, 9, 8)","(6, 7, 9, 8, 5, 3, 4, 0, 2, 1)",-5,0,#REF!,G2506,G2507,G2100,G2101
14n3155,G2507,"(0, 6, 7, 9, 8, 3, 5, 4, 1, 2)","(3, 1, 2, 5, 4, 6, 0, 9, 7, 8)",-5,0,#REF!,G2507,G2506,G2101,G2100
14n5294,G824,"(0, 3, 1, 9, 6, 8, 7, 5, 2, 4)","(5, 8, 7, 2, 0, 4, 3, 1, 6, 9)",-9,0,#REF!,G824,G825,G825,G824
14n5294,G825,"(0, 8, 7, 9, 6, 4, 2, 5, 1, 3)","(4, 2, 1, 5, 3, 8, 7, 0, 6, 9)",-9,0,#REF!,G825,G824,G824,G825
m14n5294,G1728,"(0, 2, 9, 3, 1, 4, 6, 7, 5, 8)","(6, 7, 4, 8, 5, 0, 2, 3, 9, 1)",-1,0,#REF!,G1728,G1729,G1728,G1729
m14n5294,G1729,"(0, 2, 4, 7, 5, 6, 8, 1, 9, 3)","(5, 6, 1, 3, 9, 0, 2, 7, 4, 8)",-1,0,#REF!,G1729,G1728,G1729,G1728
14n8212,G2102,"(0, 7, 5, 6, 2, 4, 3, 8, 1, 9)","(6, 3, 8, 9, 7, 1, 0, 2, 5, 4)",-5,0,#REF!,G2102,G2103,G2509,G2508
14n8212,G2103,"(0, 8, 9, 2, 1, 3, 7, 5, 4, 6)","(7, 3, 5, 6, 4, 0, 2, 1, 8, 9)",-5,0,#REF!,G2103,G2102,G2508,G2509
14n8212,G2508,"(0, 8, 4, 6, 5, 2, 3, 1, 7, 9)","(6, 5, 7, 1, 9, 8, 0, 4, 2, 3)",-5,0,#REF!,G2508,G2509,G2103,G2102
14n8212,G2509,"(0, 3, 2, 4, 1, 6, 7, 5, 9, 8)","(6, 9, 7, 8, 5, 3, 4, 0, 2, 1)",-5,0,#REF!,G2509,G2508,G2102,G2103
14n8584,G2104,"(0, 8, 4, 6, 5, 7, 1, 3, 2, 9)","(7, 1, 9, 3, 0, 2, 4, 8, 6, 5)",-5,0,#REF!,G2104,G2105,G2510,G2511
14n8584,G2105,"(0, 4, 6, 5, 7, 3, 1, 2, 9, 8)","(7, 9, 1, 8, 2, 0, 4, 6, 5, 3)",-5,0,#REF!,G2105,G2104,G2511,G2510
14n8584,G2510,"(0, 6, 7, 5, 1, 3, 2, 4, 9, 8)","(5, 2, 4, 9, 6, 8, 7, 0, 3, 1)",-5,0,#REF!,G2510,G2511,G2104,G2105
14n8584,G2511,"(0, 2, 1, 6, 8, 7, 9, 5, 3, 4)","(5, 9, 7, 0, 3, 2, 4, 1, 6, 8)",-5,0,#REF!,G2511,G2510,G2105,G2104
m14n8584,G2277,"(0, 4, 2, 3, 1, 6, 7, 5, 9, 8)","(6, 9, 7, 8, 5, 2, 4, 0, 3, 1)",-5,0,#REF!,G2277,G2278,G2684,G2683
m14n8584,G2278,"(0, 6, 8, 9, 7, 3, 5, 1, 4, 2)","(3, 1, 2, 5, 4, 6, 0, 8, 9, 7)",-5,0,#REF!,G2278,G2277,G2683,G2684
m14n8584,G2683,"(0, 6, 4, 5, 8, 7, 9, 3, 1, 2)","(5, 3, 9, 1, 2, 0, 6, 8, 4, 7)",-5,0,#REF!,G2683,G2684,G2278,G2277
m14n8584,G2684,"(0, 3, 1, 6, 9, 7, 8, 5, 2, 4)","(5, 9, 8, 0, 4, 2, 3, 1, 6, 7)",-5,0,#REF!,G2684,G2683,G2277,G2278
14n8700,G2106,"(0, 8, 3, 5, 2, 6, 4, 7, 9, 1)","(4, 2, 9, 1, 7, 0, 8, 3, 5, 6)",-5,0,#REF!,G2106,G2107,G2513,G2512
14n8700,G2107,"(0, 5, 7, 3, 6, 4, 2, 8, 1, 9)","(6, 8, 2, 9, 1, 0, 5, 3, 7, 4)",-5,0,#REF!,G2107,G2106,G2512,G2513
14n8700,G2512,"(0, 7, 9, 8, 3, 1, 5, 2, 4, 6)","(5, 1, 4, 2, 0, 6, 9, 7, 8, 3)",-5,0,#REF!,G2512,G2513,G2107,G2106
14n8700,G2513,"(0, 8, 3, 5, 6, 4, 2, 9, 1, 7)","(6, 4, 7, 9, 1, 0, 8, 3, 5, 2)",-5,0,#REF!,G2513,G2512,G2106,G2107
14n9408,G2108,"(0, 9, 6, 4, 7, 5, 2, 3, 1, 8)","(7, 5, 3, 8, 1, 0, 6, 9, 4, 2)",-9,0,#REF!,G2108,G2109,G2515,G2514
14n9408,G2109,"(0, 2, 9, 7, 8, 5, 3, 6, 4, 1)","(3, 8, 6, 1, 4, 0, 9, 2, 7, 5)",-9,0,#REF!,G2109,G2108,G2514,G2515
14n9408,G2514,"(0, 9, 7, 5, 6, 2, 4, 1, 3, 8)","(6, 4, 3, 8, 1, 7, 0, 5, 9, 2)",-9,0,#REF!,G2514,G2515,G2109,G2108
14n9408,G2515,"(0, 6, 7, 5, 3, 2, 4, 9, 1, 8)","(5, 1, 4, 9, 8, 6, 0, 3, 7, 2)",-9,0,#REF!,G2515,G2514,G2108,G2109
m14n9408,G2279,"(0, 2, 3, 1, 6, 4, 7, 5, 9, 8)","(6, 7, 9, 5, 2, 8, 3, 0, 4, 1)",-1,0,#REF!,G2279,G2280,G2686,G2685
m14n9408,G2280,"(0, 2, 4, 3, 7, 5, 8, 6, 1, 9)","(5, 6, 1, 8, 2, 9, 4, 0, 7, 3)",-1,0,#REF!,G2280,G2279,G2685,G2686
m14n9408,G2685,"(0, 3, 1, 2, 5, 7, 4, 6, 9, 8)","(7, 9, 4, 6, 8, 3, 0, 1, 5, 2)",-1,0,#REF!,G2685,G2686,G2280,G2279
m14n9408,G2686,"(0, 2, 9, 1, 4, 5, 3, 6, 8, 7)","(5, 6, 3, 8, 0, 2, 7, 9, 4, 1)",-1,0,#REF!,G2686,G2685,G2279,G2280
14n9994,G2110,"(0, 9, 1, 7, 8, 6, 4, 2, 5, 3)","(4, 2, 6, 3, 5, 0, 9, 7, 1, 8)",-9,0,#REF!,G2110,G2111,G2517,G2516
14n9994,G2111,"(0, 7, 5, 8, 6, 4, 2, 3, 9, 1)","(6, 2, 9, 3, 1, 0, 5, 7, 4, 8)",-9,0,#REF!,G2111,G2110,G2516,G2517
14n9994,G2516,"(0, 5, 7, 4, 6, 3, 1, 2, 9, 8)","(6, 9, 1, 8, 2, 0, 5, 7, 4, 3)",-9,0,#REF!,G2516,G2517,G2111,G2110
14n9994,G2517,"(0, 5, 7, 6, 3, 4, 2, 9, 1, 8)","(6, 9, 2, 1, 8, 0, 5, 3, 7, 4)",-9,0,#REF!,G2517,G2516,G2110,G2111
m14n9994,G2281,"(0, 2, 9, 1, 3, 5, 4, 8, 6, 7)","(5, 8, 4, 6, 7, 2, 0, 3, 9, 1)",-1,0,#REF!,G2281,G2282,G2687,G2688
m14n9994,G2282,"(0, 4, 3, 5, 7, 9, 6, 8, 1, 2)","(5, 8, 6, 1, 2, 4, 0, 3, 7, 9)",-1,0,#REF!,G2282,G2281,G2688,G2687
m14n9994,G2687,"(0, 3, 9, 1, 2, 7, 5, 8, 4, 6)","(5, 7, 4, 6, 8, 0, 9, 3, 1, 2)",-1,0,#REF!,G2687,G2688,G2281,G2282
m14n9994,G2688,"(0, 8, 1, 9, 2, 4, 3, 6, 7, 5)","(6, 4, 7, 3, 5, 0, 8, 1, 2, 9)",-1,0,#REF!,G2688,G2687,G2282,G2281
14n14356,G807,"(0, 8, 7, 6, 5, 4, 3, 2, 1, 9)","(5, 2, 1, 9, 8, 0, 7, 6, 4, 3)",-19,-2,#REF!,G807,--,--,G807
14n14356,G808,"(0, 8, 7, 6, 5, 4, 3, 2, 1, 9)","(6, 5, 3, 2, 9, 1, 0, 8, 7, 4)",-19,2,#REF!,G808,--,--,G808
m14n14356,G1715,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(5, 4, 6, 7, 8, 9, 0, 1, 2, 3)",9,0,#REF!,G1715,G1715,G1715,G1715
14n14798,G2096,"(0, 7, 9, 5, 6, 8, 3, 1, 4, 2)","(6, 1, 3, 0, 2, 4, 7, 5, 9, 8)",-5,0,#REF!,G2096,G2097,G2503,G2502
14n14798,G2097,"(0, 8, 1, 3, 6, 2, 5, 4, 9, 7)","(5, 2, 4, 9, 0, 7, 1, 8, 6, 3)",-5,0,#REF!,G2097,G2096,G2502,G2503
14n14798,G2502,"(0, 7, 1, 8, 6, 3, 5, 2, 4, 9)","(6, 2, 5, 4, 9, 7, 0, 8, 1, 3)",-5,0,#REF!,G2502,G2503,G2097,G2096
14n14798,G2503,"(0, 9, 7, 2, 4, 1, 3, 5, 8, 6)","(5, 3, 1, 8, 0, 6, 7, 9, 4, 2)",-5,0,#REF!,G2503,G2502,G2096,G2097
14n16364,G809,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(3, 2, 1, 0, 8, 9, 7, 6, 4, 5)",-19,-2,#REF!,G809,--,--,G809
14n16364,G810,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(3, 4, 2, 1, 9, 0, 8, 7, 6, 5)",-19,2,#REF!,G810,--,--,G810
m14n16364,G1716,"(0, 1, 3, 4, 6, 5, 7, 8, 9, 2)","(7, 8, 9, 0, 2, 1, 3, 4, 6, 5)",9,0,#REF!,G1716,G1716,G1716,G1716
14n17954,G811,"(0, 2, 9, 3, 1, 6, 4, 8, 5, 7)","(6, 8, 4, 7, 5, 2, 0, 3, 9, 1)",-5,0,#REF!,G811,G811,G811,G811
14n21069,G812,"(0, 2, 9, 5, 7, 8, 6, 3, 4, 1)","(5, 6, 3, 1, 2, 4, 0, 7, 9, 8)",-11,0,#REF!,G812,G813,G813,G812
14n21069,G813,"(0, 1, 7, 9, 8, 6, 3, 4, 2, 5)","(3, 6, 4, 5, 2, 0, 9, 1, 7, 8)",-11,0,#REF!,G813,G812,G812,G813
m14n21069,G1717,"(0, 1, 5, 3, 6, 8, 7, 4, 9, 2)","(4, 8, 9, 7, 0, 5, 2, 1, 3, 6)",1,0,#REF!,G1717,G1718,G1718,G1717
m14n21069,G1718,"(0, 2, 5, 4, 6, 3, 8, 7, 1, 9)","(6, 8, 9, 7, 1, 0, 5, 2, 4, 3)",1,0,#REF!,G1718,G1717,G1717,G1718
m14n21069,G1719,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(4, 7, 2, 9, 1, 3, 0, 5, 8, 6)",1,0,#REF!,G1719,G1720,G1719,G1720
m14n21069,G1720,"(0, 2, 4, 3, 5, 7, 6, 8, 1, 9)","(3, 6, 1, 8, 0, 2, 9, 4, 7, 5)",1,0,#REF!,G1720,G1719,G1720,G1719
14n21152,G814,"(0, 3, 1, 7, 6, 9, 5, 2, 8, 4)","(6, 8, 5, 4, 2, 3, 0, 7, 1, 9)",-11,0,#REF!,G814,G814,G815,G815
14n21152,G815,"(0, 9, 7, 4, 2, 6, 1, 3, 8, 5)","(6, 3, 1, 0, 8, 9, 5, 7, 4, 2)",-11,0,#REF!,G815,G815,G814,G814
m14n21152,G1721,"(0, 8, 3, 9, 1, 4, 6, 2, 7, 5)","(4, 2, 6, 5, 7, 8, 0, 9, 3, 1)",1,0,#REF!,G1721,G1721,G1722,G1722
m14n21152,G1722,"(0, 2, 3, 5, 8, 4, 6, 9, 7, 1)","(4, 6, 9, 1, 2, 7, 0, 5, 3, 8)",1,0,#REF!,G1722,G1722,G1721,G1721
14n21419,G2098,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 8, 5, 7, 3, 0, 2, 9, 1, 6)",-11,0,#REF!,G2098,G2099,G2505,G2504
14n21419,G2099,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 6, 3, 7, 5, 0, 2, 9, 1, 8)",-11,0,#REF!,G2099,G2098,G2504,G2505
14n21419,G2504,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 3, 1, 7, 9, 6, 0, 8, 4, 2)",-11,0,#REF!,G2504,G2505,G2099,G2098
14n21419,G2505,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 3, 9, 7, 1, 8, 0, 6, 4, 2)",-11,0,#REF!,G2505,G2504,G2098,G2099
m14n21419,G2275,"(0, 3, 1, 4, 6, 5, 8, 7, 9, 2)","(4, 7, 5, 9, 2, 0, 3, 1, 6, 8)",1,0,#REF!,G2275,G2276,G2681,G2682
m14n21419,G2276,"(0, 3, 1, 4, 6, 5, 8, 7, 9, 2)","(6, 9, 5, 7, 2, 0, 3, 1, 4, 8)",1,0,#REF!,G2276,G2275,G2682,G2681
m14n21419,G2681,"(0, 9, 1, 3, 5, 2, 4, 6, 8, 7)","(6, 2, 4, 8, 0, 7, 9, 1, 5, 3)",1,0,#REF!,G2681,G2682,G2275,G2276
m14n21419,G2682,"(0, 9, 1, 3, 5, 2, 4, 6, 8, 7)","(4, 2, 6, 8, 0, 7, 9, 3, 5, 1)",1,0,#REF!,G2682,G2681,G2276,G2275
14n21472,G816,"(0, 4, 6, 3, 5, 7, 2, 9, 1, 8)","(7, 9, 1, 8, 0, 4, 6, 3, 5, 2)",-4,-1,#REF!,G816,--,--,G816
14n21472,G817,"(0, 7, 9, 6, 1, 3, 5, 2, 4, 8)","(6, 3, 5, 2, 4, 8, 0, 7, 9, 1)",-4,1,#REF!,G817,--,--,G817
m14n21472,G1723,"(0, 2, 9, 1, 4, 6, 8, 5, 7, 3)","(4, 6, 3, 5, 7, 0, 2, 9, 1, 8)",-6,-1,#REF!,G1723,--,--,G1723
m14n21472,G1724,"(0, 6, 8, 5, 7, 9, 2, 4, 1, 3)","(5, 2, 4, 1, 3, 6, 8, 0, 7, 9)",-6,1,#REF!,G1724,--,--,G1724
14n21881,G819,"(0, 9, 8, 7, 6, 5, 4, 3, 2, 1)","(3, 2, 1, 0, 9, 8, 7, 6, 5, 4)",-21,-4,#REF!,G819,--,--,G819
14n21881,G818,"(0, 9, 6, 8, 7, 5, 4, 3, 2, 1)","(4, 3, 1, 2, 0, 9, 8, 7, 6, 5)",-21,-2,#REF!,G818,--,--,G818
14n21881,G820,"(0, 9, 8, 7, 6, 4, 3, 5, 2, 1)","(6, 5, 4, 3, 2, 1, 9, 0, 8, 7)",-21,2,#REF!,G820,--,--,G820
14n21881,G821,"(0, 9, 8, 7, 6, 5, 4, 3, 2, 1)","(7, 6, 5, 4, 3, 2, 1, 0, 9, 8)",-21,4,#REF!,G821,--,--,G821
m14n21881,G1725,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)","(3, 4, 5, 6, 7, 8, 9, 0, 1, 2)",11,0,#REF!,G1725,?,?,G1725
14n22172,G822,"(0, 3, 1, 9, 5, 7, 6, 4, 8, 2)","(6, 8, 4, 2, 0, 3, 1, 9, 5, 7)",-8,-1,#REF!,G822,--,--,G822
14n22172,G823,"(0, 4, 8, 6, 5, 7, 3, 1, 9, 2)","(5, 7, 3, 1, 9, 2, 0, 8, 4, 6)",-8,1,#REF!,G823,--,--,G823
m14n22172,G1726,"(0, 8, 1, 5, 3, 4, 6, 2, 9, 7)","(4, 2, 6, 9, 7, 8, 0, 5, 3, 1)",-2,-1,#REF!,G1726,--,--,G1726
m14n22172,G1727,"(0, 8, 5, 1, 3, 4, 2, 6, 9, 7)","(6, 4, 2, 7, 9, 0, 8, 1, 5, 3)",-2,1,#REF!,G1727,--,--,G1727
15n40180,G834,"(0, 7, 1, 5, 4, 3, 6, 2, 9, 8)","(3, 2, 6, 9, 8, 7, 0, 5, 4, 1)",-6,-1,#REF!,G834,--,--,G834
15n40180,G835,"(0, 9, 6, 2, 5, 4, 3, 7, 1, 8)","(7, 4, 3, 8, 1, 0, 9, 2, 6, 5)",-6,1,#REF!,G835,--,--,G835
m15n40180,G1737,"(0, 1, 2, 3, 9, 5, 8, 6, 7, 4)","(3, 5, 6, 7, 4, 0, 1, 9, 2, 8)",-4,-1,#REF!,G1737,--,--,G1737
m15n40180,G1738,"(0, 7, 8, 6, 9, 5, 1, 2, 3, 4)","(6, 2, 5, 3, 4, 0, 7, 8, 9, 1)",-4,1,#REF!,G1738,--,--,G1738
15n40184,G836,"(0, 1, 7, 5, 4, 6, 3, 2, 9, 8)","(3, 6, 2, 9, 8, 0, 7, 5, 4, 1)",-10,-1,#REF!,G836,--,--,G837
15n40184,G837,"(0, 2, 9, 6, 5, 7, 8, 4, 3, 1)","(4, 8, 3, 1, 0, 2, 6, 9, 7, 5)",-10,-1,#REF!,G837,--,--,G836
15n40184,G838,"(0, 9, 6, 5, 2, 4, 3, 1, 7, 8)","(7, 4, 3, 1, 8, 0, 9, 6, 2, 5)",-10,1,#REF!,G838,--,--,G839
15n40184,G839,"(0, 8, 7, 3, 4, 6, 5, 2, 9, 1)","(6, 4, 2, 5, 9, 1, 0, 8, 3, 7)",-10,1,#REF!,G839,--,--,G838
m15n40184,G1739,"(0, 1, 2, 9, 8, 3, 5, 6, 4, 7)","(3, 5, 6, 4, 0, 7, 9, 1, 8, 2)",0,-1,#REF!,G1739,--,--,G1740
m15n40184,G1740,"(0, 8, 5, 9, 2, 3, 1, 4, 6, 7)","(3, 1, 0, 4, 6, 7, 5, 8, 9, 2)",0,-1,#REF!,G1740,--,--,G1739
m15n40184,G1741,"(0, 3, 1, 2, 4, 9, 8, 5, 6, 7)","(5, 9, 6, 8, 0, 7, 3, 1, 2, 4)",0,1,#REF!,G1741,--,--,G1742
m15n40184,G1742,"(0, 1, 3, 6, 4, 5, 8, 2, 9, 7)","(5, 8, 9, 2, 0, 1, 3, 7, 6, 4)",0,1,#REF!,G1742,--,--,G1741
15n40211,G840,"(0, 8, 7, 6, 5, 4, 3, 2, 1, 9)","(4, 2, 1, 9, 0, 8, 7, 6, 5, 3)",-21,-2,#REF!,G840,--,--,G840
15n40211,G841,"(0, 8, 7, 6, 5, 4, 3, 2, 1, 9)","(6, 4, 3, 2, 1, 9, 0, 8, 7, 5)",-21,2,#REF!,G841,--,--,G841
m15n40211,G1743,"(0, 2, 1, 3, 4, 5, 6, 8, 7, 9)","(6, 8, 7, 9, 0, 1, 2, 3, 4, 5)",11,0,#REF!,G1743,G1743,G1743,G1743
15n40214,G842,"(0, 2, 9, 1, 8, 6, 7, 5, 4, 3)","(5, 7, 4, 3, 2, 0, 1, 9, 8, 6)",-17,-2,#REF!,G842,--,--,G842
15n40214,G843,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(5, 3, 2, 4, 0, 9, 7, 1, 8, 6)",-17,0,#REF!,G843,G844,G843,G844
15n40214,G844,"(0, 2, 9, 8, 5, 7, 4, 3, 6, 1)","(5, 6, 4, 3, 1, 2, 0, 9, 8, 7)",-17,0,#REF!,G844,G843,G844,G843
15n40214,G845,"(0, 9, 8, 6, 7, 5, 2, 4, 1, 3)","(7, 5, 4, 2, 3, 1, 0, 9, 6, 8)",-17,2,#REF!,G845,--,--,G845
m15n40214,G1744,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(5, 4, 6, 7, 8, 0, 2, 9, 1, 3)",7,0,#REF!,G1744,G1745,G1745,G1744
m15n40214,G1745,"(0, 2, 4, 1, 3, 5, 7, 6, 8, 9)","(4, 5, 7, 6, 8, 9, 2, 0, 1, 3)",7,0,#REF!,G1745,G1744,G1744,G1745
15n41127,G846,"(0, 1, 5, 8, 7, 6, 9, 4, 3, 2)","(4, 9, 0, 3, 2, 1, 5, 8, 7, 6)",-6,-1,#REF!,G846,--,--,G846
15n41127,G847,"(0, 9, 8, 3, 6, 5, 4, 7, 1, 2)","(6, 5, 4, 7, 1, 0, 9, 2, 3, 8)",-6,1,#REF!,G847,--,--,G847
